,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
30,time limits,4VONhqGmUBlYmlBKQlyims,150093,https://open.spotify.com/track/4VONhqGmUBlYmlBKQlyims,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yXuo2N8r6dzzGgnLNLGZm'}, 'href': 'https://api.spotify.com/v1/artists/0yXuo2N8r6dzzGgnLNLGZm', 'id': '0yXuo2N8r6dzzGgnLNLGZm', 'name': 'sammy rash', 'type': 'artist', 'uri': 'spotify:artist:0yXuo2N8r6dzzGgnLNLGZm'}]",2022-09-26T00:12:46Z,0.826,0.449,8,-8.294,0.0709,0.555,0.0,0.219,0.962,84.012
31,commitment issues,0zKH50jSEILX4zwuHrRQbs,170946,https://open.spotify.com/track/0zKH50jSEILX4zwuHrRQbs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ZzYOQMKYTj2lJeAitjSl7'}, 'href': 'https://api.spotify.com/v1/artists/6ZzYOQMKYTj2lJeAitjSl7', 'id': '6ZzYOQMKYTj2lJeAitjSl7', 'name': 'dempsey hope', 'type': 'artist', 'uri': 'spotify:artist:6ZzYOQMKYTj2lJeAitjSl7'}]",2022-09-26T00:05:54Z,0.61,0.483,5,-11.641,0.0754,0.0555,0.0,0.15,0.234,130.035
32,hearts of gold,66Vv9Qp0CeKkX3wXQG3JSh,180642,https://open.spotify.com/track/66Vv9Qp0CeKkX3wXQG3JSh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5QqCSh9Ri3B7Tw6HNQkPQH'}, 'href': 'https://api.spotify.com/v1/artists/5QqCSh9Ri3B7Tw6HNQkPQH', 'id': '5QqCSh9Ri3B7Tw6HNQkPQH', 'name': 'MILES', 'type': 'artist', 'uri': 'spotify:artist:5QqCSh9Ri3B7Tw6HNQkPQH'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7naAJDAh7AZnf18YYfQruM'}, 'href': 'https://api.spotify.com/v1/artists/7naAJDAh7AZnf18YYfQruM', 'id': '7naAJDAh7AZnf18YYfQruM', 'name': 'Christian French', 'type': 'artist', 'uri': 'spotify:artist:7naAJDAh7AZnf18YYfQruM'}]",2022-09-25T23:54:08Z,0.56,0.637,10,-5.081,0.0393,0.257,5.53e-06,0.125,0.404,140.081
33,i think too much,6wFqLYmiXyGvprbWa4ogm8,202779,https://open.spotify.com/track/6wFqLYmiXyGvprbWa4ogm8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7naAJDAh7AZnf18YYfQruM'}, 'href': 'https://api.spotify.com/v1/artists/7naAJDAh7AZnf18YYfQruM', 'id': '7naAJDAh7AZnf18YYfQruM', 'name': 'Christian French', 'type': 'artist', 'uri': 'spotify:artist:7naAJDAh7AZnf18YYfQruM'}]",2022-09-25T23:50:48Z,0.675,0.695,7,-7.859,0.0753,0.00383,2.95e-05,0.0637,0.662,92.025
34,Isabelle,1w9L6dvttZalWd8XqFYvSa,135000,https://open.spotify.com/track/1w9L6dvttZalWd8XqFYvSa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5aHlyw2WWqZW0HLICBuv7U'}, 'href': 'https://api.spotify.com/v1/artists/5aHlyw2WWqZW0HLICBuv7U', 'id': '5aHlyw2WWqZW0HLICBuv7U', 'name': 'Zach Hood', 'type': 'artist', 'uri': 'spotify:artist:5aHlyw2WWqZW0HLICBuv7U'}]",2022-09-25T23:45:32Z,0.678,0.716,10,-4.403,0.0342,0.196,0.0,0.102,0.627,109.981
35,attention,0Av7Ar6HYYeCKVYbDSQSbY,144149,https://open.spotify.com/track/0Av7Ar6HYYeCKVYbDSQSbY,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yXuo2N8r6dzzGgnLNLGZm'}, 'href': 'https://api.spotify.com/v1/artists/0yXuo2N8r6dzzGgnLNLGZm', 'id': '0yXuo2N8r6dzzGgnLNLGZm', 'name': 'sammy rash', 'type': 'artist', 'uri': 'spotify:artist:0yXuo2N8r6dzzGgnLNLGZm'}]",2022-09-25T23:39:11Z,0.861,0.394,10,-9.276,0.0465,0.502,0.0,0.229,0.912,125.036
36,saddest soundtrack,1HMwQR2U8VBEow0JzOAmA4,169789,https://open.spotify.com/track/1HMwQR2U8VBEow0JzOAmA4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-09-25T23:09:30Z,0.546,0.823,9,-3.899,0.0742,0.0806,0.0,0.452,0.937,76.476
37,blue,3A9RV7frnaeqKGvF7kb0vd,126316,https://open.spotify.com/track/3A9RV7frnaeqKGvF7kb0vd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yXuo2N8r6dzzGgnLNLGZm'}, 'href': 'https://api.spotify.com/v1/artists/0yXuo2N8r6dzzGgnLNLGZm', 'id': '0yXuo2N8r6dzzGgnLNLGZm', 'name': 'sammy rash', 'type': 'artist', 'uri': 'spotify:artist:0yXuo2N8r6dzzGgnLNLGZm'}]",2022-09-21T21:44:09Z,0.78,0.438,8,-9.318,0.132,0.175,0.0,0.163,0.795,176.189
38,Waste No Time,0UJP4F2kGFf3ZhbV2QfFgu,162000,https://open.spotify.com/track/0UJP4F2kGFf3ZhbV2QfFgu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5l5JD2LJPnIoVeco82Tk4q'}, 'href': 'https://api.spotify.com/v1/artists/5l5JD2LJPnIoVeco82Tk4q', 'id': '5l5JD2LJPnIoVeco82Tk4q', 'name': 'Huey Mack', 'type': 'artist', 'uri': 'spotify:artist:5l5JD2LJPnIoVeco82Tk4q'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5i4BaWy8YIun1u3RXwmlWn'}, 'href': 'https://api.spotify.com/v1/artists/5i4BaWy8YIun1u3RXwmlWn', 'id': '5i4BaWy8YIun1u3RXwmlWn', 'name': 'gianni & kyle', 'type': 'artist', 'uri': 'spotify:artist:5i4BaWy8YIun1u3RXwmlWn'}]",2022-09-16T19:58:18Z,0.83,0.587,9,-6.589,0.0834,0.477,0.0,0.269,0.635,112.997
39,serotonin highs (feat. Allen Haley),20GbyJrUmAAZIt2x180YUF,154787,https://open.spotify.com/track/20GbyJrUmAAZIt2x180YUF,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3mMogqf2JyBUQZxFZlC79w'}, 'href': 'https://api.spotify.com/v1/artists/3mMogqf2JyBUQZxFZlC79w', 'id': '3mMogqf2JyBUQZxFZlC79w', 'name': 'Arden Jones', 'type': 'artist', 'uri': 'spotify:artist:3mMogqf2JyBUQZxFZlC79w'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0A23HecVtZf5hwBgVi0uYb'}, 'href': 'https://api.spotify.com/v1/artists/0A23HecVtZf5hwBgVi0uYb', 'id': '0A23HecVtZf5hwBgVi0uYb', 'name': 'Allen Haley', 'type': 'artist', 'uri': 'spotify:artist:0A23HecVtZf5hwBgVi0uYb'}]",2022-09-16T19:40:50Z,0.724,0.855,1,-3.001,0.0393,0.00705,0.0,0.095,0.476,94.006
40,Cigarettes On Patios (with 24kGoldn) - Remix,2K2nfIHU02JUJtzLvUx0ju,206313,https://open.spotify.com/track/2K2nfIHU02JUJtzLvUx0ju,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/07Asx51VtMw5kbNXKrpZlq'}, 'href': 'https://api.spotify.com/v1/artists/07Asx51VtMw5kbNXKrpZlq', 'id': '07Asx51VtMw5kbNXKrpZlq', 'name': 'BabyJake', 'type': 'artist', 'uri': 'spotify:artist:07Asx51VtMw5kbNXKrpZlq'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z'}, 'href': 'https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z', 'id': '6fWVd57NKTalqvmjRd2t8Z', 'name': '24kGoldn', 'type': 'artist', 'uri': 'spotify:artist:6fWVd57NKTalqvmjRd2t8Z'}]",2022-09-16T19:36:38Z,0.744,0.728,4,-5.738,0.0541,0.275,0.0,0.131,0.543,139.914
41,Strawberry,2RJo6RNV5dpjLh6Co4nPsI,173923,https://open.spotify.com/track/2RJo6RNV5dpjLh6Co4nPsI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7MS7B4QRp1n6c5H8N7s3wB'}, 'href': 'https://api.spotify.com/v1/artists/7MS7B4QRp1n6c5H8N7s3wB', 'id': '7MS7B4QRp1n6c5H8N7s3wB', 'name': 'Lui Joseph', 'type': 'artist', 'uri': 'spotify:artist:7MS7B4QRp1n6c5H8N7s3wB'}]",2022-09-16T19:30:11Z,0.764,0.402,2,-10.282,0.0519,0.332,0.0,0.109,0.508,99.972
42,eighty-five,5JY5XNdyskEurS85nHeKr3,195220,https://open.spotify.com/track/5JY5XNdyskEurS85nHeKr3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3jeXY6LJU0ZiKhXoXa9rRw'}, 'href': 'https://api.spotify.com/v1/artists/3jeXY6LJU0ZiKhXoXa9rRw', 'id': '3jeXY6LJU0ZiKhXoXa9rRw', 'name': 'PmBata', 'type': 'artist', 'uri': 'spotify:artist:3jeXY6LJU0ZiKhXoXa9rRw'}]",2022-09-16T19:25:32Z,0.787,0.539,4,-6.96,0.0378,0.235,0.0,0.21,0.677,114.99
43,You Said,2k5rWMAz9RvFS3k3kk3cc5,135000,https://open.spotify.com/track/2k5rWMAz9RvFS3k3kk3cc5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5zixe6AbgXPqt4c1uSl94L'}, 'href': 'https://api.spotify.com/v1/artists/5zixe6AbgXPqt4c1uSl94L', 'id': '5zixe6AbgXPqt4c1uSl94L', 'name': 'Connor Price', 'type': 'artist', 'uri': 'spotify:artist:5zixe6AbgXPqt4c1uSl94L'}]",2022-09-16T19:22:18Z,0.726,0.481,0,-8.254,0.207,0.141,0.0,0.155,0.224,79.978
44,Falling Slowly,20O2mCvJkmrZ5RNED9tbpu,119066,https://open.spotify.com/track/20O2mCvJkmrZ5RNED9tbpu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0S7eN9KAsbAaIZtFyCn1q1'}, 'href': 'https://api.spotify.com/v1/artists/0S7eN9KAsbAaIZtFyCn1q1', 'id': '0S7eN9KAsbAaIZtFyCn1q1', 'name': 'Vwillz', 'type': 'artist', 'uri': 'spotify:artist:0S7eN9KAsbAaIZtFyCn1q1'}]",2022-09-16T19:20:16Z,0.574,0.456,9,-9.067,0.0812,0.469,0.0,0.264,0.54,180.171
45,Calling All Angels (with Quinn XCII),18ogPzQRSl9oUcYUS35g7D,184946,https://open.spotify.com/track/18ogPzQRSl9oUcYUS35g7D,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5JMLG56F1X5mFmWNmS0iAp'}, 'href': 'https://api.spotify.com/v1/artists/5JMLG56F1X5mFmWNmS0iAp', 'id': '5JMLG56F1X5mFmWNmS0iAp', 'name': 'Chelsea Cutler', 'type': 'artist', 'uri': 'spotify:artist:5JMLG56F1X5mFmWNmS0iAp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd'}, 'href': 'https://api.spotify.com/v1/artists/3ApUX1o6oSz321MMECyIYd', 'id': '3ApUX1o6oSz321MMECyIYd', 'name': 'Quinn XCII', 'type': 'artist', 'uri': 'spotify:artist:3ApUX1o6oSz321MMECyIYd'}]",2022-09-16T19:14:09Z,0.893,0.391,7,-9.046,0.0512,0.234,0.0,0.138,0.358,91.035
46,Somebody I Fucked Once,4CkDow0SS3hQvsuvfLESlo,184324,https://open.spotify.com/track/4CkDow0SS3hQvsuvfLESlo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7nnTzZ5tZrPx14iDnmjksU'}, 'href': 'https://api.spotify.com/v1/artists/7nnTzZ5tZrPx14iDnmjksU', 'id': '7nnTzZ5tZrPx14iDnmjksU', 'name': 'Zolita', 'type': 'artist', 'uri': 'spotify:artist:7nnTzZ5tZrPx14iDnmjksU'}]",2022-09-16T19:08:14Z,0.424,0.701,5,-5.18,0.0335,0.00329,4.13e-05,0.0828,0.478,176.016
47,ur just horny,02gGfhPHk5NuN0mgbKpU4Y,178787,https://open.spotify.com/track/02gGfhPHk5NuN0mgbKpU4Y,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2VSHKHBTiXWplO8lxcnUC9'}, 'href': 'https://api.spotify.com/v1/artists/2VSHKHBTiXWplO8lxcnUC9', 'id': '2VSHKHBTiXWplO8lxcnUC9', 'name': 'GAYLE', 'type': 'artist', 'uri': 'spotify:artist:2VSHKHBTiXWplO8lxcnUC9'}]",2022-09-16T19:03:34Z,0.529,0.897,1,-4.713,0.0726,0.221,0.0,0.0399,0.885,180.118
48,Don’t Trip (with GAYLE),6mWCikZXHCCnEwkwyJ2L8G,147183,https://open.spotify.com/track/6mWCikZXHCCnEwkwyJ2L8G,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4PcesEvU9iICf7dwNt5B3l'}, 'href': 'https://api.spotify.com/v1/artists/4PcesEvU9iICf7dwNt5B3l', 'id': '4PcesEvU9iICf7dwNt5B3l', 'name': 'Justus Bennetts', 'type': 'artist', 'uri': 'spotify:artist:4PcesEvU9iICf7dwNt5B3l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2VSHKHBTiXWplO8lxcnUC9'}, 'href': 'https://api.spotify.com/v1/artists/2VSHKHBTiXWplO8lxcnUC9', 'id': '2VSHKHBTiXWplO8lxcnUC9', 'name': 'GAYLE', 'type': 'artist', 'uri': 'spotify:artist:2VSHKHBTiXWplO8lxcnUC9'}]",2022-09-16T19:01:31Z,0.522,0.743,10,-4.892,0.0741,0.00946,0.0,0.302,0.524,159.898
49,OH WELL,2sfYIKz3J8eZkBdTh25KyK,174914,https://open.spotify.com/track/2sfYIKz3J8eZkBdTh25KyK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7naAJDAh7AZnf18YYfQruM'}, 'href': 'https://api.spotify.com/v1/artists/7naAJDAh7AZnf18YYfQruM', 'id': '7naAJDAh7AZnf18YYfQruM', 'name': 'Christian French', 'type': 'artist', 'uri': 'spotify:artist:7naAJDAh7AZnf18YYfQruM'}]",2022-09-16T18:58:12Z,0.689,0.698,7,-4.594,0.131,0.249,0.0,0.293,0.645,167.922
50,Miss You a Little (feat. lovelytheband),2tijppLc0gaWA2AfPDANvq,168180,https://open.spotify.com/track/2tijppLc0gaWA2AfPDANvq,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ShZZUjkbXCjhwrb18BA8I'}, 'href': 'https://api.spotify.com/v1/artists/1ShZZUjkbXCjhwrb18BA8I', 'id': '1ShZZUjkbXCjhwrb18BA8I', 'name': 'Bryce Vine', 'type': 'artist', 'uri': 'spotify:artist:1ShZZUjkbXCjhwrb18BA8I'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4KJ6jujcNPzOyhdNoiNftp'}, 'href': 'https://api.spotify.com/v1/artists/4KJ6jujcNPzOyhdNoiNftp', 'id': '4KJ6jujcNPzOyhdNoiNftp', 'name': 'lovelytheband', 'type': 'artist', 'uri': 'spotify:artist:4KJ6jujcNPzOyhdNoiNftp'}]",2022-09-16T18:55:02Z,0.636,0.886,0,-4.76,0.0433,0.347,0.0,0.171,0.589,140.888
51,Lying To Myself,3f07vmqG0FxVFdUWqTREEw,173893,https://open.spotify.com/track/3f07vmqG0FxVFdUWqTREEw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5WnlPOcTodnSWDtjnrjmzv'}, 'href': 'https://api.spotify.com/v1/artists/5WnlPOcTodnSWDtjnrjmzv', 'id': '5WnlPOcTodnSWDtjnrjmzv', 'name': '7ru7h', 'type': 'artist', 'uri': 'spotify:artist:5WnlPOcTodnSWDtjnrjmzv'}]",2022-09-16T18:54:29Z,0.661,0.666,4,-6.088,0.0509,0.0486,0.0,0.0821,0.539,166.944
52,Fuck Love,3FcsP46yuD5OhisPkp0jFT,138212,https://open.spotify.com/track/3FcsP46yuD5OhisPkp0jFT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Yr4BBpK2dkCp2UsrJ9LZN'}, 'href': 'https://api.spotify.com/v1/artists/0Yr4BBpK2dkCp2UsrJ9LZN', 'id': '0Yr4BBpK2dkCp2UsrJ9LZN', 'name': 'Bankrol Hayden', 'type': 'artist', 'uri': 'spotify:artist:0Yr4BBpK2dkCp2UsrJ9LZN'}]",2022-09-16T18:49:35Z,0.84,0.537,7,-6.658,0.0426,0.207,1.32e-06,0.0956,0.775,103.983
53,ALRIGHT*,2t5C1Qlfmo4cSc4Zburcrh,159520,https://open.spotify.com/track/2t5C1Qlfmo4cSc4Zburcrh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7igrDEryu1H8kwrg2jMP06'}, 'href': 'https://api.spotify.com/v1/artists/7igrDEryu1H8kwrg2jMP06', 'id': '7igrDEryu1H8kwrg2jMP06', 'name': 'AVGOTDRIP', 'type': 'artist', 'uri': 'spotify:artist:7igrDEryu1H8kwrg2jMP06'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7j8MiVdcaaVpUvhkXWwYDT'}, 'href': 'https://api.spotify.com/v1/artists/7j8MiVdcaaVpUvhkXWwYDT', 'id': '7j8MiVdcaaVpUvhkXWwYDT', 'name': 'Yung Kage', 'type': 'artist', 'uri': 'spotify:artist:7j8MiVdcaaVpUvhkXWwYDT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4jtsFTEnLnF4zDZaBWrH6L'}, 'href': 'https://api.spotify.com/v1/artists/4jtsFTEnLnF4zDZaBWrH6L', 'id': '4jtsFTEnLnF4zDZaBWrH6L', 'name': 'void', 'type': 'artist', 'uri': 'spotify:artist:4jtsFTEnLnF4zDZaBWrH6L'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1FM51jrhnvagSuGSUv3kS2'}, 'href': 'https://api.spotify.com/v1/artists/1FM51jrhnvagSuGSUv3kS2', 'id': '1FM51jrhnvagSuGSUv3kS2', 'name': 'Yumi', 'type': 'artist', 'uri': 'spotify:artist:1FM51jrhnvagSuGSUv3kS2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YHPVKeJcX02OyeNneU5v3'}, 'href': 'https://api.spotify.com/v1/artists/2YHPVKeJcX02OyeNneU5v3', 'id': '2YHPVKeJcX02OyeNneU5v3', 'name': 'XANAKIN SKYWOK', 'type': 'artist', 'uri': 'spotify:artist:2YHPVKeJcX02OyeNneU5v3'}]",2022-09-14T20:35:47Z,0.696,0.913,7,-3.218,0.228,0.0817,0.0,0.0501,0.862,166.858
54,Misery Business,6SpLc7EXZIPpy0sVko0aoU,211520,https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF'}, 'href': 'https://api.spotify.com/v1/artists/74XFHRwlV6OrjEM0A2NCMF', 'id': '74XFHRwlV6OrjEM0A2NCMF', 'name': 'Paramore', 'type': 'artist', 'uri': 'spotify:artist:74XFHRwlV6OrjEM0A2NCMF'}]",2022-09-14T20:34:57Z,0.517,0.906,1,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
55,REM (No Sleep),0ByIm1EVc6JvOYwoe67EqQ,151578,https://open.spotify.com/track/0ByIm1EVc6JvOYwoe67EqQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2FuelQeDO3E7kIrTfkySKS'}, 'href': 'https://api.spotify.com/v1/artists/2FuelQeDO3E7kIrTfkySKS', 'id': '2FuelQeDO3E7kIrTfkySKS', 'name': 'HYRA', 'type': 'artist', 'uri': 'spotify:artist:2FuelQeDO3E7kIrTfkySKS'}]",2022-09-14T07:01:03Z,0.736,0.703,5,-2.833,0.0705,0.128,1.25e-06,0.0957,0.839,133.139
56,JENNI,5lZtXVDsSQaa43CfCuTx1F,101647,https://open.spotify.com/track/5lZtXVDsSQaa43CfCuTx1F,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7j8MiVdcaaVpUvhkXWwYDT'}, 'href': 'https://api.spotify.com/v1/artists/7j8MiVdcaaVpUvhkXWwYDT', 'id': '7j8MiVdcaaVpUvhkXWwYDT', 'name': 'Yung Kage', 'type': 'artist', 'uri': 'spotify:artist:7j8MiVdcaaVpUvhkXWwYDT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0fAEWMlRd4yiJBT2usaqqc'}, 'href': 'https://api.spotify.com/v1/artists/0fAEWMlRd4yiJBT2usaqqc', 'id': '0fAEWMlRd4yiJBT2usaqqc', 'name': 'Softwilly', 'type': 'artist', 'uri': 'spotify:artist:0fAEWMlRd4yiJBT2usaqqc'}]",2022-09-14T06:56:16Z,0.544,0.787,6,-4.13,0.041,0.0554,0.0,0.365,0.804,84.987
57,Zoom!,1Vv93qCC50ckZdeXh7Etln,127741,https://open.spotify.com/track/1Vv93qCC50ckZdeXh7Etln,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ZHU5AKrUmIPnCFfr82QER'}, 'href': 'https://api.spotify.com/v1/artists/3ZHU5AKrUmIPnCFfr82QER', 'id': '3ZHU5AKrUmIPnCFfr82QER', 'name': '1nonly', 'type': 'artist', 'uri': 'spotify:artist:3ZHU5AKrUmIPnCFfr82QER'}]",2022-09-14T02:17:46Z,0.728,0.482,1,-10.433,0.107,0.0634,0.0,0.293,0.845,124.069
58,I'm Toxic,6aLzDW8TlgccoWycY99mfU,116323,https://open.spotify.com/track/6aLzDW8TlgccoWycY99mfU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1MOetFIO4hBem9p9FVP9Jo'}, 'href': 'https://api.spotify.com/v1/artists/1MOetFIO4hBem9p9FVP9Jo', 'id': '1MOetFIO4hBem9p9FVP9Jo', 'name': 'Khantrast', 'type': 'artist', 'uri': 'spotify:artist:1MOetFIO4hBem9p9FVP9Jo'}]",2022-09-14T02:14:20Z,0.75,0.727,11,-8.445,0.0669,0.214,0.0,0.0557,0.847,109.923
59,Erase Your Social,4uhvMW7ly7tJil31YYscAN,199993,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz'}, 'href': 'https://api.spotify.com/v1/artists/4O15NlyKLIASxsJ0PrXPfz', 'id': '4O15NlyKLIASxsJ0PrXPfz', 'name': 'Lil Uzi Vert', 'type': 'artist', 'uri': 'spotify:artist:4O15NlyKLIASxsJ0PrXPfz'}]",2022-09-14T02:11:30Z,0.705,0.609,3,-5.728,0.0729,0.694,0.0,0.234,0.718,140.058
60,Go!,4Fd2jLQspwZVv7hF3bXHFg,160666,https://open.spotify.com/track/4Fd2jLQspwZVv7hF3bXHFg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3z97WMRi731dCvKklIf2X6'}, 'href': 'https://api.spotify.com/v1/artists/3z97WMRi731dCvKklIf2X6', 'id': '3z97WMRi731dCvKklIf2X6', 'name': 'NEFFEX', 'type': 'artist', 'uri': 'spotify:artist:3z97WMRi731dCvKklIf2X6'}]",2022-09-14T02:06:31Z,0.792,0.875,8,-4.128,0.0378,0.0366,0.743,0.123,0.587,90.006
61,She Bad,7yF19wC6msoj2cGUEtlm1S,105536,https://open.spotify.com/track/7yF19wC6msoj2cGUEtlm1S,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1MOetFIO4hBem9p9FVP9Jo'}, 'href': 'https://api.spotify.com/v1/artists/1MOetFIO4hBem9p9FVP9Jo', 'id': '1MOetFIO4hBem9p9FVP9Jo', 'name': 'Khantrast', 'type': 'artist', 'uri': 'spotify:artist:1MOetFIO4hBem9p9FVP9Jo'}]",2022-09-14T02:06:24Z,0.598,0.877,2,-5.401,0.112,0.105,0.0,0.0988,0.615,170.169
62,OLIVIA,2s14ypvd880AiEfZssEjaY,143587,https://open.spotify.com/track/2s14ypvd880AiEfZssEjaY,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0fAEWMlRd4yiJBT2usaqqc'}, 'href': 'https://api.spotify.com/v1/artists/0fAEWMlRd4yiJBT2usaqqc', 'id': '0fAEWMlRd4yiJBT2usaqqc', 'name': 'Softwilly', 'type': 'artist', 'uri': 'spotify:artist:0fAEWMlRd4yiJBT2usaqqc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7j8MiVdcaaVpUvhkXWwYDT'}, 'href': 'https://api.spotify.com/v1/artists/7j8MiVdcaaVpUvhkXWwYDT', 'id': '7j8MiVdcaaVpUvhkXWwYDT', 'name': 'Yung Kage', 'type': 'artist', 'uri': 'spotify:artist:7j8MiVdcaaVpUvhkXWwYDT'}]",2022-09-14T02:02:38Z,0.55,0.88,8,-4.659,0.0368,0.119,0.0,0.109,0.462,160.509
63,The Other Side,5FljCWR0cys07PQ9277GTz,226986,https://open.spotify.com/track/5FljCWR0cys07PQ9277GTz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y'}, 'href': 'https://api.spotify.com/v1/artists/07YZf4WDAMNwqr4jfgOZ8y', 'id': '07YZf4WDAMNwqr4jfgOZ8y', 'name': 'Jason Derulo', 'type': 'artist', 'uri': 'spotify:artist:07YZf4WDAMNwqr4jfgOZ8y'}]",2022-09-05T22:33:44Z,0.561,0.836,9,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923
64,Ballin,17N5FdRwJuv3UXQ7MHnbhF,166080,https://open.spotify.com/track/17N5FdRwJuv3UXQ7MHnbhF,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L'}, 'href': 'https://api.spotify.com/v1/artists/4xRYI6VqpkE3UwrDrAZL8L', 'id': '4xRYI6VqpkE3UwrDrAZL8L', 'name': 'Logic', 'type': 'artist', 'uri': 'spotify:artist:4xRYI6VqpkE3UwrDrAZL8L'}]",2022-09-02T17:27:42Z,0.737,0.854,3,-6.414,0.221,0.0475,0.0,0.0905,0.65,150.621
65,The Search - Edit,4tZDUt8vHpvjfOXcHwOvtq,197694,https://open.spotify.com/track/4tZDUt8vHpvjfOXcHwOvtq,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz'}, 'href': 'https://api.spotify.com/v1/artists/6fOMl44jA4Sp5b9PpYCkzz', 'id': '6fOMl44jA4Sp5b9PpYCkzz', 'name': 'NF', 'type': 'artist', 'uri': 'spotify:artist:6fOMl44jA4Sp5b9PpYCkzz'}]",2022-09-02T17:10:54Z,0.831,0.851,2,-3.397,0.207,0.552,0.0,0.106,0.496,119.958
